address,label
0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd,Bitmax
0x00bdb5699745f5b860228c8f939abf1b9ae374ed,Bitstamp
0x1522900b6dafac587d499a862861c0869be6e428,Bitstamp
0x9a9bed3eb03e386d66f8a29dc67dc29bbb1ccb72,Bitstamp
0x059799f2261d37b829c2850cee67b5b975432271,Bitstamp
0x4c766def136f59f6494f0969b1355882080cf8e0,Bitstamp
0xc5b611f502a0dcf6c3188fd494061ae29b2baa4f,Bitstamp
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,Bittrex
0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,Bittrex
0x66f820a414680b5bcda5eeca5dea238543f42054,Bittrex
0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,Bity.com
0x00cdc153aa8894d08207719fe921fff964f28ba3,Bitzlato
0x007174732705604bbbf77038332dc52fd5a5000c,BlockTradesExchange
0xdf8752caa319668006580ddf48db25a23728b926,Bololex.com
0x73957709695e73fd175582105c44743cf0fb6f2f,Bw.com
0xd7c866d0d536937bf9123e02f7c052446588189f,C2CX:HotWallet
0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,COSS.io
0xd1560b3984b7481cd9a8f40435a53c860187174d,COSS.io
0x521db06bf657ed1d6c98553a70319a8ddbac75a3,CREX24
0x4dc98c79a52968a6c20ce9a7a08d5e8d1c2d5605,CamboChanger
0x88988d6ef12d7084e34814b9edafa01ae0d05082,CamboChanger
0x72bcfa6932feacd91cb2ea44b0731ed8ae04d0d3,Cashierest
0x7a56f645dcb513d0326cbaa048e9106ff6d4cd5f,CatexExchange
0xfd648cc72f1b4e71cbdda7a0a91fe34d32abd656,ChainX
0x96fc4553a00c117c5b0bed950dd625d1c16dc894,Changelly
0x8958618332df62af93053cb9c535e26462c959b0,Cobinhood
0xb726da4fbdc3e4dbda97bb20998cf899b0e727e0,Cobinhood
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,CoinExchange.io
0x8705ccfd8a6df3785217c307cbebf9b793310b94,CoinW
0xcb243bf48fb443082fae7db47ec96cb120cd6801,CoinW
0x429bf8ec3330e02401d72beade86000d9a2e19eb,CoinW
0x6f31d347457962c9811ff953742870ef5a755de3,CoinW
0x9539e0b14021a43cde41d9d45dc34969be9c7cb0,Coinbene
0x33683b94334eebc9bd3ea85ddbda4a86fb461405,Coinbene
0xb6ba1931e4e74fd080587688f6db10e830f810d5,Coindelta
0xb9ee1e551f538a464e8f8c41e9904498505b49b0,Coinex
0xd4bddf5e3d0435d7a6214a0b949c7bb58621f37c,Coinhako
0xf2d4766ad705e3a5c9ba5b0436b473085f82f82f,Coinhako
0x167a9333bf582556f35bd4d16a7e80e191aa6476,Coinone
0x1e2fcfd26d36183f1a5d90f0e6296915b02bcb40,Coinone
0xd0808da05cc71a9f308d330bc9c5c81bbc26fc59,Coinswitch
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,Crypto.com
0x46340b20830761efd32832a74d7169b29feb9758,Crypto.com
0x5baeac0a0417a05733884852aa068b706967e790,Cryptopia
0x2984581ece53a4390d1f568673cf693139c97049,Cryptopia
0x2101e480e22c953b37b9d0fe6551c1354fe705e6,DMEX
0xe17ee7b3c676701c66b395a35f0df4c2276a344e,DigiFinex
0xf1c525a488a848b58b95d79da48c21ce434290f7,Eidoo
0x608f94df1c1d89ea13e5984d7bf107df137a6541,EigenFx
0xeb9ebf2c624ebee42e0853da6443ddc6c8020de7,EigenFx
0x8d76166c22658a144c0211d87abf152e6a2d9d95,Eterbase
0xd3808c5d48903be1490989f3fce2a2b3890e8eb6,ExchangeA
0x1fd6267f0d86f62d88172b998390afee2a1f54b6,Exmo
0xd7b9a9b2f665849c4071ad5af77d8c76aa30fb32,Exmo
0x915d7915f2b469bb654a7d903a5d4417cb8ea7df,FCoin
0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,FTXExchange
0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,FTXExchange
0x94fe3ad91dacba8ec4b82f56ff7c122181f1535d,Faa.st
0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,FixedFloat
0x14301566b9669b672878d86ff0b1d18dd58054e9,Flata.Exchange
0x91e18ee76483fa2ec5cfe2959df46673c2565be0,Flybit
0x0021845f4c2604c58f9ba5b7bff58d16a2ab372c,FolgoryExchange
0x9f5ca0012b9b72e8f3db57092a6f26bf4f13dc69,GBX
0x9fb01a2584aac5aae3fab1ed25f86c5269b32999,GGBTC.com
0x0d0707963952f2fba59dd06f2b425ace40b492fe,Gate.io
0x7793cd85c11a924478d358d49b05b37e91b5810f,Gate.io
0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,Gate.io
0xd793281182a0e3e023116004778f45c29fc14f19,Gate.io:Contract
0xd24400ae8bfebb18ca49be86258a3c749cf46853,Gemini
0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,Gemini
0x61edcdf5bb737adffe5043706e7c5bb1f1a56eea,Gemini
0x07ee55aa48bb72dcc6e9d78256648910de513eca,Gemini
0x9c67e141c0472115aa1b98bd0088418be68fd249,HitBTC
0x59a5208b32e627891c389ebafc644145224006e8,HitBTC
0xa12431d0b9db640034b0cdfceef9cce161e62be4,HitBTC
0x980a4732c8855ffc8112e6746bd62095b4c2228f,Hoo.com
0xd0ec209ad2134899148bec8aef905a6e9997456a,Hoo.com
0x993b7fcba51d8f75c2dfaec0d17b6649ee0c9068,Hoo.com
0xec293b9c56f06c8f71392269313d7e2da681d9ac,Hoo.com
0x0093e5f2a850268c0ca3093c7ea53731296487eb,Hoo.com
0x008932be50098089c6a075d35f4b5182ee549f8a,Hoo.com
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,Hotbit
0x8533a0bd9310eb63e7cc8e1116c18a3d67b1976a,Hotbit
0xab5c66752a9e8167967685f1450532fb96d5d24f,Huobi
0xe93381fb4c4f14bda253907b18fad305d799241a,Huobi
0xfa4b5be3f2f84f56703c42eb22142744e95a2c58,Huobi
0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi
0x32598293906b5b17c27d657db3ad2c9b3f3e4265,Huobi
0x5861b8446a2f6e19a067874c133f04c578928727,Huobi
0x926fc576b7facf6ae2d08ee2d4734c134a743988,Huobi
0xeec606a66edb6f497662ea31b5eb1610da87ab5f,Huobi
0x7ef35bb398e0416b81b019fea395219b65c52164,Huobi
0x229b5c097f9b35009ca1321ad2034d4b3d5070f6,Huobi
0xd8a83b72377476d0a66683cde20a8aad0b628713,Huobi
0x6748f50f686bfbca6fe8ad62b22228b87f31ff2b,Huobi
0x90e9ddd9d8d5ae4e3763d0cf856c97594dea7325,Huobi
0x18916e1a2933cb349145a280473a5de8eb6630cb,Huobi
0x6f48a3e70f0251d1e83a989e62aaa2281a6d5380,Huobi
0xf056f435ba0cc4fcd2f1b17e3766549ffc404b94,Huobi
0x137ad9c4777e1d36e4b605e745e8f37b2b62e9c5,Huobi
0x5401dbf7da53e1c9dbf484e3d69505815f2f5e6e,Huobi
0x034f854b44d28e26386c1bc37ff9b20c6380b00d,Huobi
0x0577a79cfc63bbc0df38833ff4c4a3bf2095b404,Huobi
0x0c6c34cdd915845376fb5407e0895196c9dd4eec,Huobi
0x794d28ac31bcb136294761a556b68d2634094153,Huobi
0xfdb16996831753d5331ff813c29a93c76834a0ad,Huobi
0xfd54078badd5653571726c3370afb127351a6f26,Huobi
0xb4cd0386d2db86f30c1a11c2b8c4f4185c1dade9,Huobi
0x4d77a1144dc74f26838b69391a6d3b1e403d0990,Huobi
0x28ffe35688ffffd0659aee2e34778b0ae4e193ad,Huobi
0xcac725bef4f114f728cbcfd744a731c2a463c3fc,Huobi
0x73f8fc2e74302eb2efda125a326655acf0dc2d1b,Huobi
0x0a98fb70939162725ae66e626fe4b52cff62c2e5,Huobi
0xf66852bc122fd40bfecc63cd48217e88bda12109,Huobi
0xeee28d484628d41a82d01e21d12e2e78d69920da,Huobi
0x5c985e89dde482efe97ea9f1950ad149eb73829b,Huobi
0xdc76cd25977e0a5ae17155770273ad58648900d3,Huobi
0xadb2b42f6bd96f5c65920b9ac88619dce4166f94,Huobi
0xa8660c8ffd6d578f657b72c0c811284aef0b735e,Huobi
0x1062a747393198f70f71ec65a582423dba7e5ab3,Huobi
0x3c11c3025ce387d76c2eddf1493ec55a8cc2a0f7,Idax.global
0xb1a34309af7f29b4195a6b589737f86e14597ddc,IndoExLTD
0x51836a753e344257b361519e948ffcaf5fb8d521,Indodax
0x9cbadd5ce7e14742f70414a6dcbd4e7bb8712719,Indodax
0x352bdabe484499e4c25c3536cc3eda1edbc5ad29,KickEX
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,Kraken
0x0a869d79a7052c7f1b55a8ebabbea3420f0d1e13,Kraken
0xe853c56864a2ebe4576a807d26fdc4a0ada51919,Kraken
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,Kraken
0xfa52274dd61e1643d2205169732f29114bc240b3,Kraken
0xe8a0e282e6a3e8023465accd47fae39dd5db010b,Kryptono
0x629a7144235259336ea2694167f3c8b856edd7dc,Kryptono
0x30b71d015f60e2f959743038ce0aaec9b4c1ea44,Kryptono
0x2b5634c42055806a59e9107ed44d43c426e58258,KuCoin
0x689c56aef474df92d44a1b70850f808488f9769c,KuCoin
0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,KuCoin
0xea81ce54a0afa10a027f65503bd52fba83d745b8,Kuna.io
0x0861fca546225fbf8806986d211c8398f7457734,LAToken
0x7891b20c690605f4e370d6944c8a5dbfac5a451c,LAToken
0x1b6c1a0e20af81b922cb454c3e52408496ee7201,LAToken
0x8271b2e8cbe29396e9563229030c89679b9470db,Liqui.io
0x5e575279bf9f4acf0a130c186861454247394c06,Liqui.io
0xedbb72e6b3cf66a792bff7faac5ea769fe810517,Liquid
0xdf4b6fb700c428476bd3c02e6fa83e110741145b,Liquid
0x243bec9256c9a3469da22103891465b47583d9f1,Livecoin.net
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,MXC
0x0211f3cedbef3143223d3acf0e589747933e8527,MXC
0xe03c23519e18d64f144d2800e30e81b0065c48b5,Mercatox
0xac338d9faac562df26d702880c796e1024e2698a,MinedTrade.com
0xae7006588d03bd15d6954e3084a7e644596bc251,NEXBITPro
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,OKEx
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,OKEx
0xa7efae728d2936e78bda97dc267687568dd593f3,OKEx
0x03e3ff995863828554282e80870b489cc31dc8bc,OMGFINExchange
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,OTCBTC
0xcacc694840ecebadd9b4c419e5b7f1d73fedf999,Panda.Exchange:HotWallet
0xb709d82f0706476457ae6bad7c3534fbf424382c,Panda.Exchange:HotWallet
0xbd8ef191caa1571e8ad4619ae894e07a75de0c35,Paribu
0x2bb97b6cf6ffe53576032c11711d59bd056830ee,Paribu
0xfb90501083a3b6af766c8da35d3dde01eb0d2a68,Paribu
0xabc74170f3cb8ab352820c39cc1d1e05ce9e41d3,Paribu
0xd4dcd2459bb78d7a645aa7e196857d421b10d93f,Peatio
0x32be343b94f860124dc4fee278fdcbd38c102d88,Poloniex
0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,Poloniex
0xb794f5ea0ba39494ce839613fffba74279579268,Poloniex
0xa910f92acdaf488fa6ef02174fb86208ad7722ba,Poloniex
0xaa9fa73dfe17ecaa2c89b39f0bb2779613c5fc3b,Poloniex
0x2fa2bc2ce6a4f92952921a4caa46b3727d24a1ec,Poloniex
0x31a2feb9b5d3b5f4e76c71d6c92fc46ebb3cb1c1,Poloniex
0x6b71834d65c5c4d8ed158d54b47e6ea4ff4e5437,Poloniex
0x48d466b7c0d32b61e8a82cd2bcf060f7c3f966df,Poloniex
0x0536806df512d6cdde913cf95c9886f65b1d3462,Poloniex
0x8d451ae5ee8f557a9ce7a9d7be8a8cb40002d5cb,Poloniex
0xbd2ec7c608a06fe975dbdca729e84dedb34ecc21,Poloniex
0xc0e30823e5e628df8bc9bf2636a347e1512f0ecb,Poloniex
0x65f9b2e4d7aaeb40ffea8c6f5844d5ad7da257e0,Poloniex
0x36b01066b7fa4a0fdb2968ea0256c848e9135674,Poloniex
0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,Poloniex
0x6795cf8eb25585eadc356ae32ac6641016c550f2,Poloniex
0xfbf2173154f7625713be22e0504404ebfe021eae,Poloniex
0x6f803466bcd17f44fa18975bf7c509ba64bf3825,Poloniex
0xead6be34ce315940264519f250d8160f369fa5cd,Poloniex
0xd344539efe31f8b6de983a0cab4fb721fc69c547,QuantaEx
0x5ca39c42f4dee3a5ba8fec3ad4902157d48700bf,QuantaEx
0x2a048d9a8ffdd239f063b09854976c3049ae659c,QuantaEx
0xb8cf411b956b3f9013c1d0ac8c909b086218207c,Remitano
0x2819c144d5946404c0516b6f817a960db37d4929,Remitano
0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,ShapeShift
0x9e6316f44baeeee5d41a1070516cc5fa47baf227,ShapeShift
0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,ShapeShift
0x563b377a956c80d77a7c613a9343699ad6123911,ShapeShift
0xd3273eba07248020bf98a8b560ec1576a612102f,ShapeShift
0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,ShapeShift
0xeed16856d551569d134530ee3967ec79995e2051,ShapeShift
0x324cc2c9fb379ea7a0d1c0862c3b48ca28d174a4,SouthXchange
0x91f6d99b232153cb655ad3e0d05e13ef505f6cd5,SparrowExchange
0xe855283086fbee485aecf2084345a91424c23954,SparrowExchange
0x9bf25700727d10a857099d1033ce2cc493c3b61a,Streamity:StreamDesk
0xa96b536eef496e21f5432fd258b6f78cf3673f74,Switchain
0xea3a46bd1dbd0620d80037f70d0bf7c7dc5a837c,TAGZ
0xed8204345a0cf4639d2db61a4877128fe5cf7599,TAGZ
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,Tidex
0x0a73573cf2903d2d8305b1ecb9e9730186a312ae,Tidex
0x0068eb681ec52dbd9944517d785727310b494575,Tokocrypto
0xb2cc3cdd53fc9a1aeaf3a68edeba2736238ddc5d,TopBTC
0x1119aaefb02bf12b84d28a5d8ea48ec3c90ef1db,Trade.io
0x2f1233ec3a4930fd95874291db7da9e90dfb2f03,Uex
0x390de26d772d2e2005c6d1d24afc902bae37a4bb,Upbit
0xba826fec90cefdf6706858e5fbafcb27a290fbe0,Upbit
0x5e032243d507c743b061ef021e2ec7fcc6d3ab89,Upbit
0xb436c96c6de1f50a160ed307317c275424dbe4f2,Vinex
0x39f6a6c85d39d5abad8a398310c52e7c374f2ba3,WhiteBIT
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,Yobit.net
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,Yunbi
0x42da8a05cb7ed9a43572b5ba1b8f82a0a6e263dc,Yunbi
0x700f6912e5753e91ea3fae877a2374a2db1245d7,Yunbi
0x60d0cc2ae15859f69bf74dadb8ae3bd58434976b,ZB.com
